"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes"
"QA-0590","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","412x915","412x915","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0591","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","768x1024","768x1024","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0592","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1024x768","1024x768","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0593","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1366x768","1366x768","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0594","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1440x900","1440x900","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0595","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1920x1080","1920x1080","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0596","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Admin login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/public-focused-recovery.json; logs/accessibility-continuation.json","No automated WCAG A/AA violations on this screen."
"QA-0597","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","360x800","360x800","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0598","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","390x844","390x844","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0599","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","412x915","412x915","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0600","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","768x1024","768x1024","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0601","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1024x768","1024x768","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0602","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1366x768","1366x768","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0603","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1440x900","1440x900","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0604","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1920x1080","1920x1080","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/responsive-continuation.json; logs/public-focused-recovery.json","Horizontal overflow measurement and screenshot. Full visual/usability certification is not inferred."
"QA-0605","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Public login Tab/Shift+Tab focus reaches inputs and main button","Public login Tab/Shift+Tab focus reaches inputs and main button","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Observed focus trace; not complete keyboard accessibility"
"QA-0606","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Plumber sign-up keyboard semantics","Plumber sign-up keyboard semantics","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop"
"QA-0607","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Remember-me checkbox semantics and checked state","Remember-me checkbox semantics and checked state","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop"
"QA-0608","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Mobile/email tab selected semantics","Mobile/email tab selected semantics","FAIL","NOT TESTED","FAIL -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Interactive visual controls lack appropriate role/state; signup span absent from captured tab loop"
"QA-0609","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Screen reader manual audit","Screen reader manual audit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture"
"QA-0610","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus trapping","Modal focus trapping","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture"
"QA-0611","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Modal focus restoration","Modal focus restoration","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture"
"QA-0612","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Escape dismissal","Escape dismissal","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture"
"QA-0613","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Touch-target spacing comprehensive","Touch-target spacing comprehensive","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture"
"QA-0614","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Heading/landmark manual audit","Heading/landmark manual audit","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No screen reader run or complete manual focus/target audit; native dialogs auto-dismissed during capture"
"QA-0615","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Reduced motion","Public reduced-motion media observation","Public reduced-motion media observation","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Preference emulated and animation state captured; not proof all JS motion honors it"
"QA-0616","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Keyboard","Keyboard","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0617","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Labels","Labels","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0618","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Forms","Forms","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0619","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Contrast","Contrast","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0620","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Focus","Focus","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0621","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Touch targets","Touch targets","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0622","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Authenticated screens","Reduced motion","Reduced motion","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0623","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","360x800","360x800","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0624","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","390x844","390x844","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0625","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","412x915","412x915","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0626","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","768x1024","768x1024","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0627","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1024x768","1024x768","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0628","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1366x768","1366x768","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0629","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1440x900","1440x900","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0630","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Authenticated major screens","1920x1080","1920x1080","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked.","logs/responsive-continuation.json","Representative Plumber, Store and Admin authenticated screens swept; authenticated Customer is blocked."
"QA-0631","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","80%","80%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom."
"QA-0632","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","100% explicit browser zoom","100% explicit browser zoom","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom."
"QA-0633","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","125%","125%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom."
"QA-0634","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","150%","150%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom."
"QA-0635","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Chrome zoom","200%","200%","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom.","","AUTOMATION LIMITATION: actual Chrome zoom was not exercised; viewport resizing is not zoom."
"QA-0636","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Onboarding all eight sizes","Onboarding all eight sizes","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Captured representative public layouts; these two variants not independently swept at every viewport"
"QA-0637","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Additional public screens","Plumber mobile-login all eight sizes","Plumber mobile-login all eight sizes","NOT TESTED","NOT TESTED","NOT TESTED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Captured representative public layouts; these two variants not independently swept at every viewport"
"QA-0638","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 400","Authenticated 400","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0639","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 401","Authenticated 401","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0640","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Authenticated 403","Authenticated 403","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0641","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Business 404","Business 404","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0642","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Business 409","Business 409","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0643","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Natural business 500","Natural business 500","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0644","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Slow authenticated API","Slow authenticated API","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0645","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Error handling","Empty authenticated API response","Empty authenticated API response","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0646","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Performance","Warm catalog and health latency sample","Warm catalog and health latency sample","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Read-only normal-user samples; no formal load test"
"CTRL-001","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Onboarding","Skip","Skip reaches login; first Next changes onboarding panel. Animation timing is not certified.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-002","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Onboarding","Next","Skip reaches login; first Next changes onboarding panel. Animation timing is not certified.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-003","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Email field","Fields accept entered text; password type masks entry. Does not certify all validators.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-004","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Password field","Fields accept entered text; password type masks entry. Does not certify all validators.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-005","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Login button","Blank validation works, but authenticated submission fails intended-backend CORS.","FAIL","N/A","FAIL -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-006","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Back arrow","Inert root back arrow; Google exposes missing configuration.","FAIL","N/A","FAIL -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-007","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Continue with Google","Inert root back arrow; Google exposes missing configuration.","FAIL","N/A","FAIL -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-008","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Login","Create Account link","Opens registration.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-009","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Full name","Field entry performed in validation probes; full validator behavior not implied.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
"CTRL-010","reports/full-e2e-qa/control-coverage.csv","Customer","CUSTOMER","Registration","Email","Field entry performed in validation probes; full validator behavior not implied.","PASS","N/A","PASS -> N/A","LOCAL; 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","","Historical email/registration interface replaced by current phone OTP interface."
