"Test ID","Previous Source File","Application","Role","Module","Feature","Scenario","Previous Result","Current Result","Delta","Previous Defect ID","Current Defect ID","Previous Blocker","Current Blocker","Current Evidence","Notes","Priority","ImmediateRetest"
"QA-0584","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0577","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0576","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0579","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0578","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Store login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","PASS","","","","","","","","","4",""
"QA-0572","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0573","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0575","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0574","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0567","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0568","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0565","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0566","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber registration","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0581","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0580","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0570","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0571","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber otp","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0022","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Offline login shows Network Error without authenticated state","Offline login shows Network Error without authenticated state","PASS","","","","","","","","","4",""
"QA-0023","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Offline double click emits one login attempt","Offline double click emits one login attempt","PASS","","","","","","","","","4",""
"QA-0020","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Malformed registration email validation","Malformed registration email validation","PASS","","","","","","","","","4",""
"QA-0021","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Invalid registration phone validation","Invalid registration phone validation","PASS","","","","","","","","","4",""
"QA-0604","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0603","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0615","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Reduced motion","Public reduced-motion media observation","Public reduced-motion media observation","PASS","","","","","","","","","4",""
"QA-0605","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Keyboard/semantics","Public login Tab/Shift+Tab focus reaches inputs and main button","Public login Tab/Shift+Tab focus reaches inputs and main button","PASS","","","","","","","","","4",""
"QA-0019","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Required email validation","Required email validation","PASS","","","","","","","","","4",""
"QA-0013","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Empty login click shows validation","Empty login click shows validation","PASS","","","","","","","","","4",""
"QA-0014","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Empty login Space shows validation","Empty login Space shows validation","PASS","","","","","","","","","4",""
"QA-0011","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Skip onboarding reaches login","Skip onboarding reaches login","PASS","","","","","","","","","4",""
"QA-0012","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Next opens second onboarding screen","Next opens second onboarding screen","PASS","","","","","","","","","4",""
"QA-0017","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Registration back arrow","Registration back arrow","PASS","","","","","","","","","4",""
"QA-0018","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Required full name validation","Required full name validation","PASS","","","","","","","","","4",""
"QA-0015","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Registration entry","Registration entry","PASS","","","","","","","","","4",""
"QA-0016","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Registration return link","Registration return link","PASS","","","","","","","","","4",""
"QA-0591","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0590","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0593","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0592","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0586","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store login","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0646","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Performance","Warm catalog and health latency sample","Warm catalog and health latency sample","PASS","","","","","","","","","4",""
"QA-0589","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0588","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0594","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0600","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0599","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0602","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0601","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0596","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Admin login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","PASS","","","","","","","","","4",""
"QA-0595","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Store registration","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0598","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0597","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Admin login","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0441","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/checkout/material-requests/customer","/api/v1/checkout/material-requests/customer","PASS","","","","","","","","","4",""
"QA-0440","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/checkout/orders","/api/v1/checkout/orders","PASS","","","","","","","","","4",""
"QA-0442","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/notifications","/api/v1/notifications","PASS","","","","","","","","","4",""
"QA-0444","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 1","Product detail matches list 1","PASS","","","","","","","","","4",""
"QA-0443","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Runtime product IDs","Runtime product IDs","PASS","","","","","","","","","4",""
"QA-0436","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/earnings","/api/v1/plumber/earnings","PASS","","","","","","","","","4",""
"QA-0435","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/dashboard","/api/v1/plumber/dashboard","PASS","","","","","","","","","4",""
"QA-0437","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/profile","/api/v1/plumber/profile","PASS","","","","","","","","","4",""
"QA-0439","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/store/material-requests","/api/v1/store/material-requests","PASS","","","","","","","","","4",""
"QA-0438","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/material-requests","/api/v1/plumber/material-requests","PASS","","","","","","","","","4",""
"QA-0445","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 2","Product detail matches list 2","PASS","","","","","","","","","4",""
"QA-0452","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search Pipe Wrench""""","Search Pipe Wrench""""","PASS","","","","","","","","","4",""
"QA-0451","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search pIpE""""","Search pIpE""""","PASS","","","","","","","","","4",""
"QA-0453","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search NoMatchingQaProduct""""","Search NoMatchingQaProduct""""","PASS","","","","","","","","","4",""
"QA-0455","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Public configuration","Public configuration","PASS","","","","","","","","","4",""
"QA-0454","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search  Pipe """"","Search  Pipe """"","PASS","","","","","","","","","4",""
"QA-0447","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 4","Product detail matches list 4","PASS","","","","","","","","","4",""
"QA-0446","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 3","Product detail matches list 3","PASS","","","","","","","","","4",""
"QA-0448","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""","Search ""","PASS","","","","","","","","","4",""
"QA-0450","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search PIPE""""","Search PIPE""""","PASS","","","","","","","","","4",""
"QA-0449","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search pipe""""","Search pipe""""","PASS","","","","","","","","","4",""
"QA-0139","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","OTP back arrow","OTP back arrow","PASS","","","","","","","","","4",""
"QA-0302","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Public authentication","Dashboard deep link remains at unauthenticated login","Dashboard deep link remains at unauthenticated login","PASS","","","","","","","","","4",""
"QA-0138","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Registration return link","Registration return link","PASS","","","","","","","","","4",""
"QA-0136","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Remember me toggles on/off","Remember me toggles on/off","PASS","","","","","","","","","4",""
"QA-0137","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Exact Sign up link opens registration","Exact Sign up link opens registration","PASS","","","","","","","","","4",""
"QA-0230","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Register Store opens form","Register Store opens form","PASS","","","","","","","","","4",""
"QA-0231","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Registration return link","Registration return link","PASS","","","","","","","","","4",""
"QA-0229","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Remember me toggles on/off","Remember me toggles on/off","PASS","","","","","","","","","4",""
"QA-0301","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Public authentication","Malformed email native validity","Malformed email native validity","PASS","","","","","","","","","4",""
"QA-0300","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Public authentication","Empty required fields trigger native validity","Empty required fields trigger native validity","PASS","","","","","","","","","4",""
"QA-0135","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Mobile tab","Mobile tab","PASS","","","","","","","","","4",""
"QA-0431","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/finance/dashboard","/api/v1/admin/finance/dashboard","PASS","","","","","","","","","4",""
"QA-0430","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/rbac/roles","/api/v1/admin/rbac/roles","PASS","","","","","","","","","4",""
"QA-0432","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/operations/dashboard","/api/v1/admin/operations/dashboard","PASS","","","","","","","","","4",""
"QA-0434","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/marketing/dashboard","/api/v1/admin/marketing/dashboard","PASS","","","","","","","","","4",""
"QA-0433","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/plumber-manager/dashboard","/api/v1/admin/plumber-manager/dashboard","PASS","","","","","","","","","4",""
"QA-0426","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/version","/version","PASS","","","","","","","","","4",""
"QA-0134","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Email tab","Email tab","PASS","","","","","","","","","4",""
"QA-0427","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/health/live","/health/live","PASS","","","","","","","","","4",""
"QA-0429","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/metrics","/api/v1/admin/metrics","PASS","","","","","","","","","4",""
"QA-0428","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/health/ready","/health/ready","PASS","","","","","","","","","4",""
"QA-0456","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Warm version repeat","Warm version repeat","PASS","","","","","","","","","4",""
"QA-0543","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0542","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Customer registration","Automated WCAG A/AA scan","Automated WCAG A/AA scan","PASS","","","","","","","","","4",""
"QA-0544","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0546","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0545","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0538","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0537","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0539","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0541","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0540","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0554","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0553","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0555","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","768x1024","768x1024","PASS","","","","","","","","","4",""
"QA-0557","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0556","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0548","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","1366x768","1366x768","PASS","","","","","","","","","4",""
"QA-0547","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","1024x768","1024x768","PASS","","","","","","","","","4",""
"QA-0549","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","1440x900","1440x900","PASS","","","","","","","","","4",""
"QA-0552","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Plumber login","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0550","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer registration","1920x1080","1920x1080","PASS","","","","","","","","","4",""
"QA-0536","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","412x915","412x915","PASS","","","","","","","","","4",""
"QA-0468","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation <script>alert(1)</script>","Search validation <script>alert(1)</script>","PASS","","","","","","","","","4",""
"QA-0467","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation ' OR '1'='1","Search validation ' OR '1'='1","PASS","","","","","","","","","4",""
"QA-0469","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation ${7*7}","Search validation ${7*7}","PASS","","","","","","","","","4",""
"QA-0471","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation 工具🔧","Search validation 工具🔧","PASS","","","","","","","","","4",""
"QA-0470","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation ../","Search validation ../","PASS","","","","","","","","","4",""
"QA-0466","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Public products","Public products","PASS","","","","","","","","","4",""
"QA-0462","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://qa-untrusted.invalid","CORS https://qa-untrusted.invalid","PASS","","","","","","","","","4",""
"QA-0457","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Warm readiness repeat","Warm readiness repeat","PASS","","","","","","","","","4",""
"QA-0463","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Missing credentials","Missing credentials","PASS","","","","","","","","","4",""
"QA-0465","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Public categories","Public categories","PASS","","","","","","","","","4",""
"QA-0464","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Malformed bearer","Malformed bearer","PASS","","","","","","","","","4",""
"QA-0533","reports/full-e2e-qa/coverage-cases.csv","Accessibility","cross-role","Customer login","Automated WCAG A/AA scan","Automated WCAG A/AA scan","PASS","","","","","","","","","4",""
"QA-0534","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","360x800","360x800","PASS","","","","","","","","","4",""
"QA-0531","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Transport/headers","Untrusted-origin preflight rejection","Untrusted-origin preflight rejection","PASS","","","","","","","","","4",""
"QA-0530","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Transport/headers","Backend HSTS nosniff frame protection","Backend HSTS nosniff frame protection","PASS","","","","","","","","","4",""
"QA-0473","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Empty login","Empty login","PASS","","","","","","","","","4",""
"QA-0529","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Transport/headers","HTTPS on verified frontends and backend","HTTPS on verified frontends and backend","PASS","","","","","","","","","4",""
"QA-0472","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","Search validation xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","PASS","","","","","","","","","4",""
"QA-0535","reports/full-e2e-qa/coverage-cases.csv","Responsive","cross-role","Customer login","390x844","390x844","PASS","","","","","","","","","4",""
"QA-0248","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Authentication","Password visibility toggle","Password visibility toggle","NOT APPLICABLE","","","","","","","","","5",""
"QA-0228","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Delivery","Rider/courier workflow","Rider/courier workflow","NOT APPLICABLE","","","","","","","","","5",""
"QA-0027","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Password visibility toggle","Password visibility toggle","NOT APPLICABLE","","","","","","","","","5",""
"QA-0102","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Checkout","Deferred payments","Deferred payments","NOT APPLICABLE","","","","","","","","","5",""
"QA-0028","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Authentication","Customer OTP resend/expiry/incorrect code","Customer OTP resend/expiry/incorrect code","NOT APPLICABLE","","","","","","","","","5",""
"QA-0164","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Password visibility toggle","Password visibility toggle","NOT APPLICABLE","","","","","","","","","5",""
